 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
    5.0140   0.9740  29.8345   0.1707   1.2945  0.19185E+04  0.19175E+04  0.10306E+01  0.25286E+04  0.16735E+01  0.16319E+03  0.23637E+04  0.10000E+01
    5.0140   0.9740  31.6189   0.1912   1.4499  0.15121E+04  0.15114E+04  0.69537E+00  0.19583E+04  0.58253E+00  0.12022E+03  0.18375E+04  0.10000E+01
    5.0140   0.9740  33.3172   0.2117   1.6053  0.12087E+04  0.12082E+04  0.45394E+00  0.15400E+04  0.20870E+00  0.90385E+02  0.14494E+04  0.10000E+01
    5.0140   0.9740  34.9421   0.2322   1.7607  0.97680E+03  0.97652E+03  0.28310E+00  0.12256E+04  0.76307E-01  0.69075E+02  0.11565E+04  0.10000E+01
    5.0140   0.9740  36.5037   0.2527   1.9162  0.79598E+03  0.79581E+03  0.16471E+00  0.98453E+03  0.28287E-01  0.53504E+02  0.93100E+03  0.10000E+01
    5.0140   0.9740  38.0096   0.2732   2.0716  0.65263E+03  0.65255E+03  0.84890E-01  0.79650E+03  0.10578E-01  0.41913E+02  0.75457E+03  0.10000E+01
    5.0140   0.9740  39.4666   0.2937   2.2270  0.53747E+03  0.53744E+03  0.33122E-01  0.64779E+03  0.39736E-02  0.33144E+02  0.61464E+03  0.10000E+01
    5.0140   0.9740  40.8799   0.3142   2.3824  0.44398E+03  0.44398E+03  0.15738E-02  0.52895E+03  0.14943E-02  0.26421E+02  0.50253E+03  0.10000E+01
    5.0140   0.9740  42.2540   0.3347   2.5378  0.36752E+03  0.36752E+03 -0.48228E-02  0.43319E+03  0.56097E-03  0.21221E+02  0.41197E+03  0.10000E+01
    5.0140   0.9740  43.5927   0.3552   2.6932  0.30465E+03  0.30465E+03 -0.69437E-02  0.35554E+03  0.20975E-03  0.17142E+02  0.33839E+03  0.10000E+01
    5.0140   0.9740  44.8993   0.3757   2.8486  0.25278E+03  0.25279E+03 -0.69104E-02  0.29231E+03  0.77959E-04  0.13916E+02  0.27839E+03  0.10000E+01
    5.0140   0.9740  46.1767   0.3962   3.0041  0.20988E+03  0.20988E+03 -0.54738E-02  0.24060E+03  0.28751E-04  0.11345E+02  0.22926E+03  0.10000E+01
    5.0140   0.9740  47.4274   0.4167   3.1595  0.17432E+03  0.17432E+03 -0.31724E-02  0.19824E+03  0.10506E-04  0.92826E+01  0.18896E+03  0.10000E+01
    5.0140   0.9740  48.6534   0.4372   3.3149  0.14482E+03  0.14482E+03 -0.38844E-03  0.16346E+03  0.37997E-05  0.76200E+01  0.15584E+03  0.10000E+01
    5.0140   0.9740  49.8568   0.4577   3.4703  0.12032E+03  0.12032E+03  0.89374E-02  0.13485E+03  0.13584E-05  0.62802E+01  0.12857E+03  0.10000E+01
    5.0140   0.9740  51.0392   0.4782   3.6257  0.99952E+02  0.99932E+02  0.19518E-01  0.11127E+03  0.47970E-06  0.51928E+01  0.10608E+03  0.10000E+01
    5.0140   0.9740  52.2022   0.4987   3.7811  0.82980E+02  0.82950E+02  0.30009E-01  0.91798E+02  0.16717E-06  0.43059E+01  0.87492E+02  0.10000E+01
    5.0140   0.9740  53.3471   0.5192   3.9365  0.68814E+02  0.68774E+02  0.40125E-01  0.75661E+02  0.57455E-07  0.35778E+01  0.72083E+02  0.10000E+01
    5.0140   0.9740  54.4753   0.5397   4.0920  0.56984E+02  0.56934E+02  0.49681E-01  0.62305E+02  0.19461E-07  0.29849E+01  0.59320E+02  0.10000E+01
    5.0140   0.9190  28.9886   0.1502   1.1546  0.22145E+04  0.22132E+04  0.13014E+01  0.30120E+04  0.49226E+01  0.22152E+03  0.27856E+04  0.10000E+01
    5.0140   0.9190  30.9494   0.1707   1.3121  0.17157E+04  0.17148E+04  0.90047E+00  0.22942E+04  0.16448E+01  0.15958E+03  0.21330E+04  0.10000E+01
    5.0140   0.9190  32.8040   0.1912   1.4696  0.13530E+04  0.13524E+04  0.60724E+00  0.17781E+04  0.57191E+00  0.11790E+03  0.16596E+04  0.10000E+01
    5.0140   0.9190  34.5699   0.2117   1.6272  0.10821E+04  0.10817E+04  0.39634E+00  0.13986E+04  0.20462E+00  0.88882E+02  0.13096E+04  0.10000E+01
    5.0140   0.9190  36.2600   0.2322   1.7847  0.87489E+03  0.87464E+03  0.24729E+00  0.11134E+04  0.74714E-01  0.68111E+02  0.10452E+04  0.10000E+01
    5.0140   0.9190  37.8848   0.2527   1.9422  0.71323E+03  0.71308E+03  0.14408E+00  0.89463E+03  0.27655E-01  0.52896E+02  0.84170E+03  0.10000E+01
    5.0140   0.9190  39.4523   0.2732   2.0998  0.58499E+03  0.58492E+03  0.74516E-01  0.72387E+03  0.10325E-01  0.41546E+02  0.68232E+03  0.10000E+01
    5.0140   0.9190  40.9694   0.2937   2.2573  0.48191E+03  0.48188E+03  0.29397E-01  0.58884E+03  0.38717E-02  0.32935E+02  0.55590E+03  0.10000E+01
    5.0140   0.9190  42.4415   0.3142   2.4148  0.39820E+03  0.39820E+03  0.18696E-02  0.48087E+03  0.14533E-02  0.26320E+02  0.45455E+03  0.10000E+01
    5.0140   0.9190  43.8734   0.3347   2.5724  0.32969E+03  0.32970E+03 -0.38080E-02  0.39385E+03  0.54454E-03  0.21186E+02  0.37266E+03  0.10000E+01
    5.0140   0.9190  45.2690   0.3552   2.7299  0.27334E+03  0.27334E+03 -0.55625E-02  0.32326E+03  0.20319E-03  0.17153E+02  0.30611E+03  0.10000E+01
    5.0140   0.9190  46.6317   0.3757   2.8874  0.22683E+03  0.22684E+03 -0.55665E-02  0.26578E+03  0.75351E-04  0.13953E+02  0.25183E+03  0.10000E+01
    5.0140   0.9190  47.9645   0.3962   3.0450  0.18835E+03  0.18835E+03 -0.44325E-02  0.21878E+03  0.27725E-04  0.11398E+02  0.20738E+03  0.10000E+01
    5.0140   0.9190  49.2698   0.4167   3.2025  0.15645E+03  0.15645E+03 -0.25991E-02  0.18024E+03  0.10108E-04  0.93442E+01  0.17090E+03  0.10000E+01
    5.0140   0.9190  50.5500   0.4372   3.3600  0.12998E+03  0.12998E+03 -0.37670E-03  0.14861E+03  0.36470E-05  0.76843E+01  0.14093E+03  0.10000E+01
    5.0140   0.9190  51.8071   0.4577   3.5175  0.10799E+03  0.10798E+03  0.74192E-02  0.12258E+03  0.13006E-05  0.63421E+01  0.11624E+03  0.10000E+01
    5.0140   0.9190  53.0429   0.4782   3.6751  0.89699E+02  0.89682E+02  0.16500E-01  0.10113E+03  0.45807E-06  0.52502E+01  0.95879E+02  0.10000E+01
    5.0140   0.9190  54.2589   0.4987   3.8326  0.74456E+02  0.74430E+02  0.25510E-01  0.83403E+02  0.15921E-06  0.43582E+01  0.79045E+02  0.10000E+01
    5.0140   0.9190  55.4567   0.5192   3.9901  0.61742E+02  0.61708E+02  0.34205E-01  0.68743E+02  0.54562E-07  0.36263E+01  0.65116E+02  0.10000E+01
    5.0140   0.9190  56.6374   0.5397   4.1477  0.51115E+02  0.51072E+02  0.42422E-01  0.56589E+02  0.18429E-07  0.30247E+01  0.53564E+02  0.10000E+01
    5.0140   0.8640  30.1229   0.1502   1.1701  0.19731E+04  0.19719E+04  0.11353E+01  0.27247E+04  0.48520E+01  0.21615E+03  0.25037E+04  0.10000E+01
    5.0140   0.8640  32.1643   0.1707   1.3297  0.15296E+04  0.15288E+04  0.78478E+00  0.20776E+04  0.16197E+01  0.15627E+03  0.19197E+04  0.10000E+01
    5.0140   0.8640  34.0961   0.1912   1.4894  0.12070E+04  0.12064E+04  0.52889E+00  0.16118E+04  0.56258E+00  0.11581E+03  0.14955E+04  0.10000E+01
    5.0140   0.8640  35.9360   0.2117   1.6490  0.96582E+03  0.96547E+03  0.34514E+00  0.12684E+04  0.20107E+00  0.87566E+02  0.11806E+04  0.10000E+01
    5.0140   0.8640  37.6978   0.2322   1.8087  0.78128E+03  0.78106E+03  0.21543E+00  0.10101E+04  0.73320E-01  0.67302E+02  0.94271E+03  0.10000E+01
    5.0140   0.8640  39.3921   0.2527   1.9683  0.63720E+03  0.63707E+03  0.12569E+00  0.81182E+03  0.27102E-01  0.52422E+02  0.75937E+03  0.10000E+01
    5.0140   0.8640  41.0275   0.2732   2.1280  0.52282E+03  0.52276E+03  0.65221E-01  0.65704E+03  0.10103E-01  0.41287E+02  0.61575E+03  0.10000E+01
    5.0140   0.8640  42.6109   0.2937   2.2876  0.43084E+03  0.43081E+03  0.25999E-01  0.53459E+03  0.37822E-02  0.32823E+02  0.50177E+03  0.10000E+01
    5.0140   0.8640  44.1480   0.3142   2.4473  0.35610E+03  0.35610E+03  0.20432E-02  0.43666E+03  0.14173E-02  0.26300E+02  0.41036E+03  0.10000E+01
    5.0140   0.8640  45.6438   0.3347   2.6069  0.29491E+03  0.29491E+03 -0.29827E-02  0.35768E+03  0.53004E-03  0.21225E+02  0.33645E+03  0.10000E+01
    5.0140   0.8640  47.1024   0.3552   2.7666  0.24454E+03  0.24455E+03 -0.44209E-02  0.29362E+03  0.19738E-03  0.17225E+02  0.27640E+03  0.10000E+01
    5.0140   0.8640  48.5272   0.3757   2.9262  0.20297E+03  0.20297E+03 -0.44475E-02  0.24142E+03  0.73048E-04  0.14046E+02  0.22738E+03  0.10000E+01
    5.0140   0.8640  49.9214   0.3962   3.0859  0.16855E+03  0.16856E+03 -0.35590E-02  0.19875E+03  0.26820E-04  0.11500E+02  0.18725E+03  0.10000E+01
    5.0140   0.8640  51.2875   0.4167   3.2455  0.14002E+03  0.14002E+03 -0.21097E-02  0.16374E+03  0.97566E-05  0.94487E+01  0.15430E+03  0.10000E+01
    5.0140   0.8640  52.6281   0.4372   3.4051  0.11633E+03  0.11633E+03 -0.34975E-03  0.13500E+03  0.35115E-05  0.77865E+01  0.12721E+03  0.10000E+01
    5.0140   0.8640  53.9451   0.4577   3.5648  0.96648E+02  0.96641E+02  0.61437E-02  0.11135E+03  0.12493E-05  0.64385E+01  0.10491E+03  0.10000E+01
    5.0140   0.8640  55.2404   0.4782   3.7244  0.80278E+02  0.80264E+02  0.13918E-01  0.91852E+02  0.43891E-06  0.53386E+01  0.86513E+02  0.10000E+01
    5.0140   0.8640  56.5157   0.4987   3.8841  0.66628E+02  0.66606E+02  0.21639E-01  0.75739E+02  0.15215E-06  0.44374E+01  0.71301E+02  0.10000E+01
    5.0140   0.8640  57.7725   0.5192   4.0437  0.55239E+02  0.55210E+02  0.29094E-01  0.62408E+02  0.52006E-07  0.36965E+01  0.58712E+02  0.10000E+01
    5.0140   0.8640  59.0122   0.5397   4.2034  0.45722E+02  0.45686E+02  0.36144E-01  0.51364E+02  0.17517E-07  0.30859E+01  0.48278E+02  0.10000E+01
    5.0140   0.7990  31.6055   0.1502   1.1884  0.17133E+04  0.17124E+04  0.96222E+00  0.24132E+04  0.47834E+01  0.21007E+03  0.21983E+04  0.10000E+01
    5.0140   0.7990  33.7531   0.1707   1.3506  0.13293E+04  0.13287E+04  0.66439E+00  0.18424E+04  0.15953E+01  0.15267E+03  0.16881E+04  0.10000E+01
    5.0140   0.7990  35.7864   0.1912   1.5127  0.10497E+04  0.10493E+04  0.44743E+00  0.14316E+04  0.55351E+00  0.11360E+03  0.13175E+04  0.10000E+01
    5.0140   0.7990  37.7242   0.2117   1.6749  0.84057E+03  0.84028E+03  0.29191E+00  0.11275E+04  0.19758E+00  0.86229E+02  0.10410E+04  0.10000E+01
    5.0140   0.7990  39.5806   0.2322   1.8370  0.68038E+03  0.68020E+03  0.18228E+00  0.89830E+03  0.71955E-01  0.66527E+02  0.83171E+03  0.10000E+01
    5.0140   0.7990  41.3670   0.2527   1.9992  0.55522E+03  0.55511E+03  0.10650E+00  0.72230E+03  0.26558E-01  0.52012E+02  0.67027E+03  0.10000E+01
    5.0140   0.7990  43.0923   0.2732   2.1613  0.45578E+03  0.45572E+03  0.55474E-01  0.58483E+03  0.98840E-02  0.41117E+02  0.54370E+03  0.10000E+01
    5.0140   0.7990  44.7637   0.2937   2.3235  0.37574E+03  0.37572E+03  0.22370E-01  0.47600E+03  0.36938E-02  0.32807E+02  0.44319E+03  0.10000E+01
    5.0140   0.7990  46.3873   0.3142   2.4856  0.31067E+03  0.31067E+03  0.21260E-02  0.38894E+03  0.13815E-02  0.26381E+02  0.36255E+03  0.10000E+01
    5.0140   0.7990  47.9682   0.3347   2.6477  0.25737E+03  0.25737E+03 -0.22078E-02  0.31869E+03  0.51561E-03  0.21362E+02  0.29732E+03  0.10000E+01
    5.0140   0.7990  49.5107   0.3552   2.8099  0.21347E+03  0.21347E+03 -0.33292E-02  0.26167E+03  0.19160E-03  0.17395E+02  0.24427E+03  0.10000E+01
    5.0140   0.7990  51.0185   0.3757   2.9720  0.17721E+03  0.17721E+03 -0.33693E-02  0.21520E+03  0.70749E-04  0.14230E+02  0.20097E+03  0.10000E+01
    5.0140   0.7990  52.4949   0.3962   3.1342  0.14719E+03  0.14719E+03 -0.27107E-02  0.17719E+03  0.25915E-04  0.11687E+02  0.16550E+03  0.10000E+01
    5.0140   0.7990  53.9427   0.4167   3.2963  0.12228E+03  0.12228E+03 -0.16259E-02  0.14601E+03  0.94027E-05  0.96314E+01  0.13638E+03  0.10000E+01
    5.0140   0.7990  55.3642   0.4372   3.4585  0.10160E+03  0.10160E+03 -0.30671E-03  0.12039E+03  0.33756E-05  0.79603E+01  0.11243E+03  0.10000E+01
    5.0140   0.7990  56.7618   0.4577   3.6206  0.84412E+02  0.84408E+02  0.48955E-02  0.99291E+02  0.11977E-05  0.65996E+01  0.92691E+02  0.10000E+01
    5.0140   0.7990  58.1374   0.4782   3.7828  0.70107E+02  0.70096E+02  0.11343E-01  0.81898E+02  0.41959E-06  0.54853E+01  0.76413E+02  0.10000E+01
    5.0140   0.7990  59.4928   0.4987   3.9449  0.58182E+02  0.58165E+02  0.17752E-01  0.67527E+02  0.14503E-06  0.45691E+01  0.62958E+02  0.10000E+01
    5.0140   0.7990  60.8296   0.5192   4.1071  0.48231E+02  0.48207E+02  0.23946E-01  0.55635E+02  0.49423E-07  0.38134E+01  0.51822E+02  0.10000E+01
    5.0140   0.7990  62.1491   0.5397   4.2692  0.39912E+02  0.39882E+02  0.29806E-01  0.45780E+02  0.16597E-07  0.31887E+01  0.42592E+02  0.10000E+01
